NN1,JJ,II,AT,NN2,NP1,CC,AT1,VVI,RR,IO,VVN,VVD,VVG,VV0,TO,APPGE,VM,VBZ,VVZ,MC,IF,CST,DD1,PPH1,CS,IW,PPHS1,VBDZ,VBI,XX,VBR,GE,PPIS1,VHZ,DDQ,CCB,NN,PPIS2,RT,MD,PPHS2,NNT1,PPY,VH0,RG,CSA,PNQS,II21,DD,NNB,VBDR,NNT2,VBN,NNU,RL,DB,MC1,PN1,RRQ,VHD,FO,JJR,RP,NP2,DD2,DA2,NPM1,CSN,DAR,VHI,RRR,JJT,RR21,EX,VD0,DA,PPHO2,PPHO1,RGR,VDD,VBG,II31,PPIO2,NPD1,RGT,ZZ1,UH,PPIO1,VDZ,ND1,VDI,VBM,PPX1,CS21,DAT,DA1,FU,CSW,NNO2,JK,VVGK,DB2,VHG,NNU2,MC2,II33,FW,RGQ,VDG,NNO,MCMC,VDN,RA,NNU1,REX21,PPX2,DDQGE,VHN,PN,RRT,NNL1,MF,RR22,PPX221,RG21,CS31,II22,PPGE,PN121,BCL21,DDQV,PNQO,VMK,RRQV,VB0,RR31,NP,JJ21,NN121,REX,RL21,NNA,RG22,CS22,NPD2,VM21,CSW31,NNL2,II41,RR32,RR33,REX22,NN122,PN21,PN22,PPX121,RR41,RPK,DDQV31,NPM2,RGQV31,RGQV32,RGQV33,RT31,JJ22,RL22,MC221,MC222,JJ31,RRQV31,VVNK,PNQV,RT21,RGQV,PNX1,NNU21,NN131,NN132,NN133,RA21,RA22,BCL22,JJ33,RRQV32,RRQV33,NN21,NN22,ZZ221,ZZ222,UH31,ZZ2,PPX222,NN221,JJ32,RL31,class
0.18092909535452323,0.07823960880195599,0.05623471882640587,0.07823960880195599,0.044009779951100246,0.06601466992665037,0.014669926650366748,0.03178484107579462,0.039119804400977995,0.014669926650366748,0.022004889975550123,0.02689486552567237,0.034229828850855744,0.019559902200488997,0.004889975550122249,0.014669926650366748,0.004889975550122249,0.029339853300733496,0.014669926650366748,0.019559902200488997,0.007334963325183374,0.004889975550122249,0.029339853300733496,0.009779951100244499,0.007334963325183374,0.009779951100244499,0.0024449877750611247,0.004889975550122249,0.0024449877750611247,0.0024449877750611247,0.0,0.0024449877750611247,0.014669926650366748,0.004889975550122249,0.0024449877750611247,0.004889975550122249,0.004889975550122249,0.009779951100244499,0.0024449877750611247,0.0024449877750611247,0.004889975550122249,0.004889975550122249,0.0024449877750611247,0.0024449877750611247,0.0024449877750611247,0.0024449877750611247,0.0,0.0024449877750611247,0.0024449877750611247,0.0,0.007334963325183374,0.0,0.0024449877750611247,0.0,0.0,0.0,0.0,0.0,0.0,0.0024449877750611247,0.0,0.0,0.0,0.0,0.004889975550122249,0.0024449877750611247,0.0024449877750611247,0.0,0.0,0.0,0.0024449877750611247,0.004889975550122249,0.0,0.004889975550122249,0.0,0.0024449877750611247,0.0024449877750611247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024449877750611247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004889975550122249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024449877750611247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024449877750611247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.15979381443298968,0.08247422680412371,0.04381443298969072,0.07989690721649484,0.07216494845360824,0.05412371134020619,0.041237113402061855,0.023195876288659795,0.02577319587628866,0.03350515463917526,0.020618556701030927,0.01288659793814433,0.023195876288659795,0.02577319587628866,0.01288659793814433,0.01288659793814433,0.023195876288659795,0.023195876288659795,0.020618556701030927,0.010309278350515464,0.0,0.01288659793814433,0.005154639175257732,0.01288659793814433,0.005154639175257732,0.007731958762886598,0.01288659793814433,0.0,0.0,0.007731958762886598,0.010309278350515464,0.007731958762886598,0.007731958762886598,0.005154639175257732,0.002577319587628866,0.002577319587628866,0.0,0.01288659793814433,0.010309278350515464,0.002577319587628866,0.0,0.002577319587628866,0.007731958762886598,0.0,0.0,0.002577319587628866,0.002577319587628866,0.0,0.002577319587628866,0.0,0.0,0.002577319587628866,0.0,0.002577319587628866,0.0,0.005154639175257732,0.0,0.0,0.002577319587628866,0.002577319587628866,0.0,0.0,0.005154639175257732,0.002577319587628866,0.0,0.0,0.0,0.0,0.0,0.0,0.002577319587628866,0.002577319587628866,0.0,0.002577319587628866,0.002577319587628866,0.002577319587628866,0.002577319587628866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002577319587628866,0.002577319587628866,0.002577319587628866,0.0,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.1375,0.09583333333333334,0.09166666666666666,0.11666666666666667,0.058333333333333334,0.041666666666666664,0.0125,0.025,0.04583333333333333,0.016666666666666666,0.020833333333333332,0.04583333333333333,0.016666666666666666,0.008333333333333333,0.008333333333333333,0.029166666666666667,0.004166666666666667,0.016666666666666666,0.016666666666666666,0.004166666666666667,0.004166666666666667,0.008333333333333333,0.0,0.0,0.016666666666666666,0.008333333333333333,0.0,0.0,0.004166666666666667,0.008333333333333333,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.004166666666666667,0.0,0.0,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004166666666666667,0.004166666666666667,0.008333333333333333,0.004166666666666667,0.0,0.0,0.004166666666666667,0.0,0.004166666666666667,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.004166666666666667,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.0,0.0,0.004166666666666667,0.0,0.0,0.004166666666666667,0.004166666666666667,0.0,0.0,0.0,0.0125,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.15625,0.07291666666666667,0.09895833333333333,0.046875,0.052083333333333336,0.08854166666666667,0.026041666666666668,0.041666666666666664,0.010416666666666666,0.03125,0.026041666666666668,0.03125,0.026041666666666668,0.010416666666666666,0.0,0.005208333333333333,0.015625,0.005208333333333333,0.005208333333333333,0.03125,0.015625,0.005208333333333333,0.010416666666666666,0.005208333333333333,0.005208333333333333,0.0,0.015625,0.0,0.005208333333333333,0.0,0.005208333333333333,0.015625,0.005208333333333333,0.0,0.010416666666666666,0.005208333333333333,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.0,0.0,0.0,0.0,0.005208333333333333,0.005208333333333333,0.0,0.005208333333333333,0.0,0.0,0.0,0.005208333333333333,0.0,0.010416666666666666,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,0.005208333333333333,0.0,0.0,0.0,0.005208333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.23217922606924643,0.09368635437881874,0.07128309572301425,0.06313645621181263,0.03054989816700611,0.048879837067209775,0.04276985743380855,0.02240325865580448,0.02240325865580448,0.020366598778004074,0.038696537678207736,0.034623217922606926,0.012219959266802444,0.016293279022403257,0.012219959266802444,0.010183299389002037,0.008146639511201629,0.008146639511201629,0.016293279022403257,0.002036659877800407,0.03665987780040733,0.006109979633401222,0.008146639511201629,0.006109979633401222,0.002036659877800407,0.0,0.008146639511201629,0.0,0.008146639511201629,0.002036659877800407,0.002036659877800407,0.002036659877800407,0.014256619144602852,0.002036659877800407,0.006109979633401222,0.0,0.002036659877800407,0.004073319755600814,0.006109979633401222,0.002036659877800407,0.002036659877800407,0.002036659877800407,0.004073319755600814,0.0,0.004073319755600814,0.0,0.0,0.0,0.002036659877800407,0.0,0.0,0.0,0.0,0.002036659877800407,0.002036659877800407,0.002036659877800407,0.002036659877800407,0.0,0.002036659877800407,0.0,0.002036659877800407,0.004073319755600814,0.0,0.002036659877800407,0.0,0.004073319755600814,0.004073319755600814,0.004073319755600814,0.002036659877800407,0.004073319755600814,0.0,0.0,0.002036659877800407,0.0,0.0,0.0,0.0,0.002036659877800407,0.0,0.0,0.0,0.002036659877800407,0.002036659877800407,0.002036659877800407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004073319755600814,0.0,0.0,0.0,0.0,0.0,0.002036659877800407,0.0,0.0,0.0,0.002036659877800407,0.0,0.0,0.0,0.0,0.0,0.002036659877800407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004073319755600814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.1536643026004728,0.0726950354609929,0.06501182033096926,0.06264775413711583,0.060874704491725766,0.04314420803782506,0.02541371158392435,0.027186761229314422,0.03605200945626478,0.027777777777777776,0.022458628841607566,0.024231678486997636,0.015366430260047281,0.02127659574468085,0.008865248226950355,0.024822695035460994,0.012411347517730497,0.015957446808510637,0.01950354609929078,0.014184397163120567,0.015957446808510637,0.010638297872340425,0.009456264775413711,0.009456264775413711,0.011229314420803783,0.009456264775413711,0.008865248226950355,0.004137115839243499,0.004728132387706856,0.0076832151300236405,0.0035460992907801418,0.002955082742316785,0.0076832151300236405,0.0065011820330969266,0.008865248226950355,0.002955082742316785,0.00591016548463357,0.0065011820330969266,0.0035460992907801418,0.001182033096926714,0.008865248226950355,0.0017730496453900709,0.004728132387706856,0.0035460992907801418,0.004137115839243499,0.0035460992907801418,0.004137115839243499,0.004728132387706856,0.0035460992907801418,0.002955082742316785,0.0,0.001182033096926714,0.002955082742316785,0.001182033096926714,0.0,0.0017730496453900709,0.004728132387706856,0.002364066193853428,0.002364066193853428,0.002364066193853428,0.000591016548463357,0.000591016548463357,0.002955082742316785,0.001182033096926714,0.000591016548463357,0.0017730496453900709,0.0017730496453900709,0.001182033096926714,0.000591016548463357,0.0,0.001182033096926714,0.0017730496453900709,0.001182033096926714,0.002955082742316785,0.002955082742316785,0.001182033096926714,0.0017730496453900709,0.000591016548463357,0.001182033096926714,0.000591016548463357,0.000591016548463357,0.000591016548463357,0.0,0.001182033096926714,0.000591016548463357,0.000591016548463357,0.0017730496453900709,0.000591016548463357,0.001182033096926714,0.000591016548463357,0.0,0.001182033096926714,0.0017730496453900709,0.0,0.0,0.000591016548463357,0.0,0.0,0.0,0.0,0.0017730496453900709,0.0,0.0,0.000591016548463357,0.000591016548463357,0.0,0.0,0.000591016548463357,0.0,0.0,0.0,0.0,0.000591016548463357,0.0,0.0017730496453900709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000591016548463357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.171875,0.08072916666666667,0.08854166666666667,0.046875,0.09114583333333333,0.010416666666666666,0.020833333333333332,0.049479166666666664,0.03125,0.015625,0.028645833333333332,0.03125,0.015625,0.028645833333333332,0.013020833333333334,0.015625,0.018229166666666668,0.026041666666666668,0.0026041666666666665,0.0078125,0.010416666666666666,0.005208333333333333,0.0,0.005208333333333333,0.005208333333333333,0.010416666666666666,0.0026041666666666665,0.010416666666666666,0.010416666666666666,0.013020833333333334,0.0,0.0,0.005208333333333333,0.0026041666666666665,0.0,0.005208333333333333,0.0,0.005208333333333333,0.0026041666666666665,0.005208333333333333,0.0026041666666666665,0.005208333333333333,0.0026041666666666665,0.0,0.010416666666666666,0.0026041666666666665,0.0026041666666666665,0.0078125,0.0,0.0026041666666666665,0.005208333333333333,0.0,0.0078125,0.0026041666666666665,0.0,0.0,0.0,0.005208333333333333,0.005208333333333333,0.0,0.0,0.0,0.0,0.0026041666666666665,0.0,0.005208333333333333,0.0026041666666666665,0.0026041666666666665,0.0,0.0,0.0026041666666666665,0.0026041666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026041666666666665,0.0,0.0,0.0,0.0,0.0026041666666666665,0.018229166666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026041666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.1505016722408027,0.07915273132664437,0.06577480490523968,0.057971014492753624,0.055741360089186176,0.026755852842809364,0.01560758082497213,0.027870680044593088,0.04124860646599777,0.02564102564102564,0.027870680044593088,0.020066889632107024,0.023411371237458192,0.012263099219620958,0.022296544035674472,0.023411371237458192,0.01560758082497213,0.02564102564102564,0.010033444816053512,0.010033444816053512,0.008918617614269788,0.007803790412486065,0.005574136008918618,0.01560758082497213,0.008918617614269788,0.012263099219620958,0.010033444816053512,0.004459308807134894,0.007803790412486065,0.007803790412486065,0.006688963210702341,0.0033444816053511705,0.007803790412486065,0.012263099219620958,0.0033444816053511705,0.002229654403567447,0.006688963210702341,0.006688963210702341,0.0,0.004459308807134894,0.007803790412486065,0.012263099219620958,0.004459308807134894,0.014492753623188406,0.0,0.0,0.0011148272017837235,0.0011148272017837235,0.002229654403567447,0.0011148272017837235,0.002229654403567447,0.0033444816053511705,0.0033444816053511705,0.0033444816053511705,0.0,0.0011148272017837235,0.004459308807134894,0.002229654403567447,0.0,0.0033444816053511705,0.002229654403567447,0.0,0.0,0.002229654403567447,0.0,0.002229654403567447,0.0011148272017837235,0.0011148272017837235,0.0011148272017837235,0.0,0.005574136008918618,0.0011148272017837235,0.002229654403567447,0.002229654403567447,0.0,0.0,0.0,0.0033444816053511705,0.0,0.0,0.002229654403567447,0.0011148272017837235,0.0,0.0,0.0,0.0,0.0,0.0,0.002229654403567447,0.0,0.0011148272017837235,0.0,0.002229654403567447,0.0,0.0011148272017837235,0.0,0.0,0.0,0.0011148272017837235,0.002229654403567447,0.002229654403567447,0.0,0.0011148272017837235,0.0,0.0011148272017837235,0.0,0.0,0.0,0.0,0.0,0.0,0.0011148272017837235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011148272017837235,0.0,0.0011148272017837235,0.0,0.0,0.0,0.0,0.0,0.0,0.0011148272017837235,0.0,0.0,0.0,0.0,0.0011148272017837235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011148272017837235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011148272017837235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011148272017837235,0.0011148272017837235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.13740458015267176,0.10687022900763359,0.05597964376590331,0.06615776081424936,0.07888040712468193,0.01272264631043257,0.030534351145038167,0.01272264631043257,0.027989821882951654,0.027989821882951654,0.03307888040712468,0.030534351145038167,0.015267175572519083,0.015267175572519083,0.02544529262086514,0.022900763358778626,0.020356234096692113,0.01272264631043257,0.010178117048346057,0.007633587786259542,0.010178117048346057,0.015267175572519083,0.01272264631043257,0.007633587786259542,0.002544529262086514,0.010178117048346057,0.007633587786259542,0.0,0.005089058524173028,0.015267175572519083,0.01272264631043257,0.005089058524173028,0.002544529262086514,0.0,0.0,0.0,0.005089058524173028,0.007633587786259542,0.0,0.005089058524173028,0.010178117048346057,0.0,0.002544529262086514,0.005089058524173028,0.007633587786259542,0.0,0.005089058524173028,0.005089058524173028,0.0,0.005089058524173028,0.0,0.002544529262086514,0.002544529262086514,0.002544529262086514,0.0,0.002544529262086514,0.002544529262086514,0.0,0.0,0.0,0.002544529262086514,0.0,0.002544529262086514,0.0,0.005089058524173028,0.01272264631043257,0.002544529262086514,0.0,0.002544529262086514,0.002544529262086514,0.005089058524173028,0.005089058524173028,0.0,0.002544529262086514,0.0,0.0,0.005089058524173028,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002544529262086514,0.0,0.0,0.0,0.0,0.002544529262086514,0.0,0.002544529262086514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005089058524173028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002544529262086514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.1445945945945946,0.051351351351351354,0.05405405405405406,0.04594594594594595,0.07027027027027027,0.0972972972972973,0.03648648648648649,0.03513513513513514,0.033783783783783786,0.022972972972972974,0.024324324324324326,0.022972972972972974,0.02837837837837838,0.014864864864864866,0.01756756756756757,0.016216216216216217,0.010810810810810811,0.022972972972972974,0.013513513513513514,0.00945945945945946,0.006756756756756757,0.012162162162162163,0.008108108108108109,0.014864864864864866,0.008108108108108109,0.013513513513513514,0.00945945945945946,0.005405405405405406,0.004054054054054054,0.008108108108108109,0.005405405405405406,0.0013513513513513514,0.008108108108108109,0.005405405405405406,0.002702702702702703,0.004054054054054054,0.0,0.008108108108108109,0.004054054054054054,0.002702702702702703,0.002702702702702703,0.0,0.002702702702702703,0.010810810810810811,0.0,0.006756756756756757,0.005405405405405406,0.0,0.0013513513513513514,0.0013513513513513514,0.0,0.002702702702702703,0.0013513513513513514,0.0013513513513513514,0.006756756756756757,0.0013513513513513514,0.0013513513513513514,0.002702702702702703,0.002702702702702703,0.002702702702702703,0.0013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0013513513513513514,0.0,0.002702702702702703,0.002702702702702703,0.004054054054054054,0.0,0.0,0.002702702702702703,0.0,0.0013513513513513514,0.002702702702702703,0.0,0.0,0.002702702702702703,0.0,0.0,0.0,0.0,0.0013513513513513514,0.0013513513513513514,0.0013513513513513514,0.0013513513513513514,0.0013513513513513514,0.0,0.0,0.0,0.002702702702702703,0.0,0.0,0.0,0.0013513513513513514,0.0,0.0013513513513513514,0.0,0.0,0.0013513513513513514,0.0013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013513513513513514,0.0,0.0,0.0,0.0013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
