index,APPGE,AT,AT1,BCL,CC,CCB,CS,CSA,CSN,CST,CSW,DA,DA1,DA2,DAR,DAT,DB,DB2,DD,DD1,DD2,DDQ,DDQGE,DDQV,EX,FO,FU,FW,GE,IF,II,IO,IW,JJ,JJR,JJT,JK,MC,MC1,MC2,MCGE,MCMC,MD,MF,ND1,NN,NN1,NN2,NNA,NNB,NNL1,NNL2,NNO,NNO2,NNT1,NNT2,NNU,NNU1,NNU2,NP,NP1,NP2,NPD1,NPD2,NPM1,NPM2,PN,PN1,PNQO,PNQS,PNQV,PNX1,PPGE,PPH1,PPHO1,PPHO2,PPHS1,PPHS2,PPIO1,PPIO2,PPIS1,PPIS2,PPX1,PPX2,PPY,RA,REX,RG,RGQ,RGQV,RGR,RGT,RL,RP,RPK,RR,RRQ,RRQV,RRR,RRT,RT,TO,UH,VB0,VBDR,VBDZ,VBG,VBI,VBM,VBN,VBR,VBZ,VD0,VDD,VDG,VDI,VDN,VDZ,VH0,VHD,VHG,VHI,VHN,VHZ,VM,VMK,VV0,VVD,VVG,VVGK,VVI,VVN,VVNK,VVZ,XX,ZZ1,ZZ2,class
1,0.004889975550122249,0.07823960880195599,0.03178484107579462,0.0,0.014669926650366748,0.004889975550122249,0.009779951100244499,0.0,0.0,0.029339853300733496,0.004889975550122249,0.0024449877750611247,0.0,0.0024449877750611247,0.0,0.0,0.0,0.0,0.0,0.009779951100244499,0.0024449877750611247,0.004889975550122249,0.0,0.0,0.0,0.0,0.0,0.0,0.014669926650366748,0.004889975550122249,0.05867970660146699,0.022004889975550123,0.0024449877750611247,0.07823960880195599,0.0,0.0,0.0,0.007334963325183374,0.0,0.0,0.0,0.0,0.004889975550122249,0.0,0.0,0.009779951100244499,0.18092909535452323,0.044009779951100246,0.0,0.007334963325183374,0.0,0.0,0.0,0.0,0.0024449877750611247,0.0024449877750611247,0.0,0.0,0.0,0.0,0.06601466992665037,0.004889975550122249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024449877750611247,0.0,0.0,0.0,0.007334963325183374,0.0,0.0,0.004889975550122249,0.004889975550122249,0.0,0.0,0.004889975550122249,0.0024449877750611247,0.0,0.0024449877750611247,0.0024449877750611247,0.0,0.0,0.0024449877750611247,0.0024449877750611247,0.0,0.0,0.0024449877750611247,0.0,0.0,0.0,0.019559902200488997,0.0024449877750611247,0.0,0.004889975550122249,0.0,0.0024449877750611247,0.014669926650366748,0.0,0.0,0.0,0.0024449877750611247,0.0,0.0024449877750611247,0.0,0.0,0.0024449877750611247,0.014669926650366748,0.0024449877750611247,0.0,0.0,0.0,0.0,0.0,0.0024449877750611247,0.0,0.0,0.0024449877750611247,0.0,0.0024449877750611247,0.029339853300733496,0.0,0.004889975550122249,0.034229828850855744,0.019559902200488997,0.0,0.039119804400977995,0.02689486552567237,0.0,0.019559902200488997,0.0,0.0,0.0,1
2,0.023195876288659795,0.07989690721649484,0.023195876288659795,0.0,0.041237113402061855,0.0,0.010309278350515464,0.002577319587628866,0.0,0.005154639175257732,0.0,0.002577319587628866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01288659793814433,0.0,0.002577319587628866,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.007731958762886598,0.01288659793814433,0.04639175257731959,0.020618556701030927,0.01288659793814433,0.08505154639175258,0.005154639175257732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01288659793814433,0.15979381443298968,0.07216494845360824,0.0,0.0,0.0,0.0,0.0,0.005154639175257732,0.007731958762886598,0.0,0.0,0.0,0.0,0.0,0.05412371134020619,0.0,0.0,0.0,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.005154639175257732,0.010309278350515464,0.002577319587628866,0.0,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.0,0.005154639175257732,0.002577319587628866,0.0,0.03608247422680412,0.002577319587628866,0.0,0.002577319587628866,0.0,0.002577319587628866,0.01288659793814433,0.0,0.0,0.002577319587628866,0.0,0.0,0.007731958762886598,0.002577319587628866,0.002577319587628866,0.007731958762886598,0.020618556701030927,0.002577319587628866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002577319587628866,0.0,0.002577319587628866,0.023195876288659795,0.0,0.01288659793814433,0.023195876288659795,0.02577319587628866,0.0,0.02577319587628866,0.01288659793814433,0.0,0.010309278350515464,0.010309278350515464,0.0,0.0,1
3,0.004166666666666667,0.11666666666666667,0.025,0.0,0.0125,0.008333333333333333,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004166666666666667,0.0,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.09166666666666666,0.020833333333333332,0.0,0.09583333333333334,0.0,0.0,0.0,0.004166666666666667,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1375,0.058333333333333334,0.0,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.004166666666666667,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.004166666666666667,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.008333333333333333,0.0,0.004166666666666667,0.0,0.0,0.0,0.004166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004166666666666667,0.004166666666666667,0.0,0.0,0.016666666666666666,0.0125,0.0,0.0,0.0,0.0,0.029166666666666667,0.0,0.0,0.008333333333333333,0.004166666666666667,0.004166666666666667,0.008333333333333333,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.008333333333333333,0.0,0.0125,0.0,0.0,0.004166666666666667,0.0,0.0,0.0,0.016666666666666666,0.0,0.008333333333333333,0.016666666666666666,0.008333333333333333,0.0,0.04583333333333333,0.04583333333333333,0.0,0.004166666666666667,0.016666666666666666,0.0,0.0,1
4,0.015625,0.046875,0.041666666666666664,0.0,0.026041666666666668,0.0,0.0,0.005208333333333333,0.0,0.010416666666666666,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,0.0,0.005208333333333333,0.0,0.0,0.005208333333333333,0.0,0.0,0.0,0.005208333333333333,0.005208333333333333,0.10416666666666667,0.026041666666666668,0.015625,0.07291666666666667,0.0,0.0,0.0,0.015625,0.010416666666666666,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.15625,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,0.010416666666666666,0.0,0.010416666666666666,0.0,0.08854166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,0.005208333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.036458333333333336,0.0,0.0,0.0,0.0,0.010416666666666666,0.005208333333333333,0.0,0.0,0.0,0.005208333333333333,0.0,0.0,0.0,0.0,0.015625,0.005208333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.005208333333333333,0.0,0.0,0.026041666666666668,0.010416666666666666,0.0,0.010416666666666666,0.03125,0.0,0.03125,0.005208333333333333,0.0,0.0,1
5,0.008146639511201629,0.06313645621181263,0.02240325865580448,0.004073319755600814,0.04276985743380855,0.002036659877800407,0.0,0.0,0.002036659877800407,0.008146639511201629,0.0,0.0,0.004073319755600814,0.004073319755600814,0.004073319755600814,0.0,0.002036659877800407,0.002036659877800407,0.0,0.006109979633401222,0.004073319755600814,0.0,0.0,0.0,0.0,0.004073319755600814,0.0,0.0,0.014256619144602852,0.006109979633401222,0.07739307535641547,0.038696537678207736,0.008146639511201629,0.09368635437881874,0.0,0.002036659877800407,0.0,0.03665987780040733,0.0,0.0,0.0,0.0,0.002036659877800407,0.0,0.0,0.004073319755600814,0.23217922606924643,0.03054989816700611,0.0,0.0,0.0,0.0,0.0,0.0,0.004073319755600814,0.0,0.002036659877800407,0.0,0.0,0.0,0.048879837067209775,0.0,0.0,0.0,0.004073319755600814,0.0,0.0,0.002036659877800407,0.0,0.0,0.0,0.0,0.0,0.002036659877800407,0.0,0.002036659877800407,0.0,0.002036659877800407,0.0,0.002036659877800407,0.002036659877800407,0.006109979633401222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002036659877800407,0.002036659877800407,0.0,0.020366598778004074,0.0,0.0,0.0,0.0,0.002036659877800407,0.010183299389002037,0.0,0.0,0.0,0.008146639511201629,0.002036659877800407,0.002036659877800407,0.0,0.002036659877800407,0.002036659877800407,0.016293279022403257,0.0,0.0,0.0,0.0,0.002036659877800407,0.0,0.004073319755600814,0.002036659877800407,0.0,0.0,0.0,0.006109979633401222,0.008146639511201629,0.0,0.012219959266802444,0.012219959266802444,0.016293279022403257,0.0,0.02240325865580448,0.034623217922606926,0.0,0.002036659877800407,0.002036659877800407,0.0,0.0,1
6,0.012411347517730497,0.06264775413711583,0.027186761229314422,0.0,0.02541371158392435,0.00591016548463357,0.009456264775413711,0.004137115839243499,0.000591016548463357,0.009456264775413711,0.0,0.0017730496453900709,0.0,0.0017730496453900709,0.0,0.000591016548463357,0.004728132387706856,0.0,0.002955082742316785,0.009456264775413711,0.0017730496453900709,0.002955082742316785,0.0,0.0,0.002955082742316785,0.000591016548463357,0.0,0.000591016548463357,0.0076832151300236405,0.010638297872340425,0.06855791962174941,0.022458628841607566,0.008865248226950355,0.0726950354609929,0.002955082742316785,0.001182033096926714,0.0017730496453900709,0.015957446808510637,0.002364066193853428,0.0,0.0,0.0,0.008865248226950355,0.0,0.0,0.0065011820330969266,0.1536643026004728,0.060874704491725766,0.0,0.0,0.0,0.0,0.0,0.0,0.004728132387706856,0.002955082742316785,0.0,0.0017730496453900709,0.000591016548463357,0.0,0.04314420803782506,0.000591016548463357,0.000591016548463357,0.0,0.001182033096926714,0.0,0.0,0.002364066193853428,0.000591016548463357,0.004728132387706856,0.0,0.0,0.0,0.011229314420803783,0.001182033096926714,0.000591016548463357,0.004137115839243499,0.0017730496453900709,0.001182033096926714,0.001182033096926714,0.0065011820330969266,0.0035460992907801418,0.0,0.0,0.0035460992907801418,0.0,0.0,0.0035460992907801418,0.0,0.0,0.000591016548463357,0.000591016548463357,0.0017730496453900709,0.001182033096926714,0.0,0.030732860520094562,0.002364066193853428,0.0,0.0017730496453900709,0.0,0.001182033096926714,0.024822695035460994,0.000591016548463357,0.0,0.001182033096926714,0.004728132387706856,0.000591016548463357,0.0076832151300236405,0.0017730496453900709,0.001182033096926714,0.002955082742316785,0.01950354609929078,0.001182033096926714,0.000591016548463357,0.0,0.001182033096926714,0.000591016548463357,0.000591016548463357,0.004137115839243499,0.000591016548463357,0.000591016548463357,0.001182033096926714,0.0,0.008865248226950355,0.015957446808510637,0.0,0.008865248226950355,0.015366430260047281,0.02127659574468085,0.0,0.03605200945626478,0.024231678486997636,0.0,0.014184397163120567,0.0035460992907801418,0.0017730496453900709,0.0,1
7,0.018229166666666668,0.046875,0.049479166666666664,0.0,0.020833333333333332,0.0,0.010416666666666666,0.0026041666666666665,0.0,0.0,0.0,0.0,0.0,0.0026041666666666665,0.0,0.0,0.0,0.0,0.0026041666666666665,0.005208333333333333,0.005208333333333333,0.005208333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,0.005208333333333333,0.08854166666666667,0.028645833333333332,0.0026041666666666665,0.08072916666666667,0.0,0.0,0.0,0.010416666666666666,0.005208333333333333,0.0,0.0,0.0,0.0026041666666666665,0.0,0.0,0.005208333333333333,0.171875,0.09114583333333333,0.0,0.005208333333333333,0.0,0.0,0.0,0.0,0.0026041666666666665,0.0078125,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0026041666666666665,0.0,0.0,0.005208333333333333,0.0,0.0078125,0.0,0.0,0.0,0.005208333333333333,0.0,0.0,0.010416666666666666,0.005208333333333333,0.0,0.0,0.0026041666666666665,0.0026041666666666665,0.0,0.0,0.0,0.0,0.0,0.0026041666666666665,0.0,0.0,0.0,0.0,0.0,0.0026041666666666665,0.0,0.015625,0.0,0.0,0.0026041666666666665,0.0,0.005208333333333333,0.015625,0.018229166666666668,0.0,0.0,0.010416666666666666,0.0026041666666666665,0.013020833333333334,0.0,0.0026041666666666665,0.0,0.0026041666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0026041666666666665,0.0026041666666666665,0.0,0.026041666666666668,0.0,0.013020833333333334,0.015625,0.028645833333333332,0.0,0.03125,0.03125,0.0,0.0078125,0.0,0.0026041666666666665,0.0,1
8,0.01560758082497213,0.057971014492753624,0.027870680044593088,0.0,0.01560758082497213,0.006688963210702341,0.014492753623188406,0.0011148272017837235,0.0011148272017837235,0.005574136008918618,0.0011148272017837235,0.0,0.0,0.0011148272017837235,0.0,0.0,0.004459308807134894,0.0011148272017837235,0.0011148272017837235,0.01560758082497213,0.002229654403567447,0.002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.007803790412486065,0.007803790412486065,0.06800445930880714,0.027870680044593088,0.010033444816053512,0.07915273132664437,0.0,0.002229654403567447,0.002229654403567447,0.008918617614269788,0.002229654403567447,0.0,0.0,0.0011148272017837235,0.007803790412486065,0.0011148272017837235,0.0011148272017837235,0.006688963210702341,0.1505016722408027,0.055741360089186176,0.0,0.002229654403567447,0.0,0.0,0.0,0.002229654403567447,0.004459308807134894,0.0033444816053511705,0.0,0.0,0.0011148272017837235,0.0,0.026755852842809364,0.0,0.0,0.0,0.0011148272017837235,0.0,0.0,0.0011148272017837235,0.0,0.0011148272017837235,0.0,0.0,0.0,0.008918617614269788,0.0,0.0033444816053511705,0.004459308807134894,0.012263099219620958,0.002229654403567447,0.0,0.012263099219620958,0.0,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011148272017837235,0.002229654403567447,0.0,0.027870680044593088,0.0033444816053511705,0.0011148272017837235,0.0011148272017837235,0.0011148272017837235,0.004459308807134894,0.023411371237458192,0.0,0.0,0.0033444816053511705,0.007803790412486065,0.0011148272017837235,0.007803790412486065,0.002229654403567447,0.0033444816053511705,0.0033444816053511705,0.010033444816053512,0.0,0.002229654403567447,0.0,0.0,0.0,0.0,0.0,0.002229654403567447,0.0,0.005574136008918618,0.0,0.0033444816053511705,0.02564102564102564,0.0,0.022296544035674472,0.023411371237458192,0.012263099219620958,0.0,0.04124860646599777,0.020066889632107024,0.0,0.010033444816053512,0.006688963210702341,0.0,0.0,1
9,0.020356234096692113,0.06615776081424936,0.01272264631043257,0.0,0.030534351145038167,0.005089058524173028,0.01272264631043257,0.005089058524173028,0.002544529262086514,0.01272264631043257,0.0,0.005089058524173028,0.002544529262086514,0.002544529262086514,0.002544529262086514,0.0,0.002544529262086514,0.0,0.005089058524173028,0.007633587786259542,0.01272264631043257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002544529262086514,0.015267175572519083,0.05597964376590331,0.03307888040712468,0.007633587786259542,0.10687022900763359,0.002544529262086514,0.0,0.0,0.010178117048346057,0.0,0.0,0.0,0.0,0.010178117048346057,0.0,0.0,0.007633587786259542,0.13740458015267176,0.07888040712468193,0.0,0.0,0.0,0.0,0.0,0.0,0.002544529262086514,0.002544529262086514,0.0,0.0,0.0,0.0,0.01272264631043257,0.005089058524173028,0.0,0.0,0.0,0.0,0.0,0.0,0.002544529262086514,0.005089058524173028,0.0,0.0,0.0,0.002544529262086514,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005089058524173028,0.005089058524173028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002544529262086514,0.0,0.0,0.030534351145038167,0.0,0.0,0.005089058524173028,0.0,0.005089058524173028,0.022900763358778626,0.0,0.0,0.002544529262086514,0.005089058524173028,0.0,0.015267175572519083,0.0,0.002544529262086514,0.005089058524173028,0.010178117048346057,0.0,0.0,0.0,0.0,0.0,0.002544529262086514,0.007633587786259542,0.002544529262086514,0.0,0.005089058524173028,0.0,0.0,0.01272264631043257,0.0,0.02544529262086514,0.015267175572519083,0.015267175572519083,0.0,0.027989821882951654,0.030534351145038167,0.0,0.007633587786259542,0.01272264631043257,0.0,0.0,1
10,0.010810810810810811,0.04594594594594595,0.03513513513513514,0.0,0.03648648648648649,0.0,0.013513513513513514,0.005405405405405406,0.002702702702702703,0.008108108108108109,0.0013513513513513514,0.002702702702702703,0.0013513513513513514,0.0013513513513513514,0.002702702702702703,0.0,0.0013513513513513514,0.0013513513513513514,0.0013513513513513514,0.014864864864864866,0.0,0.004054054054054054,0.0,0.0013513513513513514,0.0,0.0,0.0,0.0,0.008108108108108109,0.012162162162162163,0.05675675675675676,0.024324324324324326,0.00945945945945946,0.051351351351351354,0.0,0.0,0.0,0.006756756756756757,0.002702702702702703,0.0,0.0,0.0,0.002702702702702703,0.0,0.0,0.008108108108108109,0.1445945945945946,0.07027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.002702702702702703,0.0013513513513513514,0.006756756756756757,0.0,0.0,0.0,0.0972972972972973,0.0,0.0013513513513513514,0.0,0.0,0.0,0.0,0.002702702702702703,0.0,0.0,0.0,0.0,0.0,0.008108108108108109,0.0,0.0,0.005405405405405406,0.0,0.0013513513513513514,0.0,0.005405405405405406,0.004054054054054054,0.0,0.0,0.010810810810810811,0.0,0.0013513513513513514,0.006756756756756757,0.0,0.0,0.002702702702702703,0.0013513513513513514,0.0013513513513513514,0.0,0.0,0.025675675675675677,0.002702702702702703,0.0,0.0,0.0,0.002702702702702703,0.016216216216216217,0.0013513513513513514,0.0,0.002702702702702703,0.004054054054054054,0.0,0.008108108108108109,0.002702702702702703,0.0013513513513513514,0.0013513513513513514,0.013513513513513514,0.0013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0013513513513513514,0.0,0.004054054054054054,0.0,0.002702702702702703,0.022972972972972974,0.0,0.01756756756756757,0.02837837837837838,0.014864864864864866,0.0013513513513513514,0.033783783783783786,0.022972972972972974,0.0,0.00945945945945946,0.005405405405405406,0.0013513513513513514,0.0,1
